STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT08
USW00024131,"BOISE AIR TERMINAL, ID US",6/9/2021,13.87,,0,0,0,68,79,56,300,300,29.1,36.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/10/2021,11.41,,0.77,0,0,58,63,45,300,300,29.1,40,1,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/11/2021,12.3,,0,0,0,61,78,51,140,120,23.9,33.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",6/12/2021,6.26,,0,0,0,71,83,61,330,340,15,19,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/13/2021,8.28,,0,0,0,78,97,64,300,300,18.1,23,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/14/2021,6.93,,0,0,0,81,94,65,320,340,14.1,19.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/15/2021,9.4,,0,0,0,76,89,61,320,310,27.1,38.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/16/2021,9.4,,0,0,0,68,82,52,300,300,19.9,23.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/17/2021,7.61,,0,0,0,71,91,55,310,320,18.1,27.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/18/2021,5.82,,0,0,0,77,97,58,310,300,17,23.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/19/2021,8.72,,0,0,0,79,95,60,350,360,18.1,25.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/20/2021,10.29,,0,0,0,79,91,63,300,330,23,35.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/21/2021,6.49,,0,0,0,80,96,64,150,160,16.1,27.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/22/2021,12.08,,0,0,0,85,98,69,260,270,40.9,59.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",6/23/2021,7.16,,0,0,0,75,92,60,210,210,25.9,36.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/24/2021,9.17,,0,0,0,78,95,63,320,280,21,32,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",6/25/2021,9.62,,0,0,0,80,94,61,310,310,23.9,32,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/26/2021,5.37,,0,0,0,81,95,65,290,320,16.1,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/27/2021,7.16,,0,0,0,85,99,70,110,120,15,19,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/28/2021,8.05,,0,0,0,88,103,72,150,190,21.9,38.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",6/29/2021,6.71,,0,0,0,90,105,74,120,120,16.1,21,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",6/30/2021,11.41,,0,0,0,93,104,78,100,100,28,36,,,1,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/1/2021,10.07,,0,0,0,90,103,72,110,100,25.9,35.1,,,1,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/2/2021,6.49,,0,0,0,86,102,72,300,250,13,19.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/3/2021,7.38,,0,0,0,89,103,72,120,340,14.1,17,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/4/2021,6.26,,0,0,0,88,101,74,190,210,23.9,36.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/5/2021,7.38,,0,0,0,87,101,74,350,130,15,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/6/2021,7.83,,0,0,0,88,107,71,310,280,25.9,33.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/7/2021,10.51,,0,0,0,92,99,79,330,290,21,29.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/8/2021,5.82,,0,0,0,83,99,64,300,290,15,19,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/9/2021,6.71,,0,0,0,82,95,64,300,320,15,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/10/2021,5.59,,0,0,0,84,104,69,150,300,12.1,18.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/11/2021,6.71,,0,0,0,86,98,71,300,280,17,23,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/12/2021,6.49,,0,0,0,83,102,66,300,340,16.1,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/13/2021,6.71,,0,0,0,83,97,67,300,310,17,23.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/14/2021,6.71,,0,0,0,83,99,67,260,300,14.1,19,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/15/2021,6.93,,0,0,0,85,98,70,350,310,17,23,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/16/2021,5.14,,0,0,0,80,96,63,310,310,15,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/17/2021,5.82,,0,0,0,80,98,62,310,320,13,17,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",7/18/2021,5.37,,0,0,0,83,101,67,310,320,13,17,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/19/2021,8.72,,0,0,0,88,97,80,140,150,23.9,31.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/20/2021,8.05,,0.05,0,0,83,92,73,260,260,29.1,38.9,,,1,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/21/2021,8.28,,0.01,0,0,81,95,68,80,70,28,36.9,,,1,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/22/2021,6.49,,0,0,0,76,91,60,330,330,15,21,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/23/2021,5.59,,0,0,0,76,93,60,290,300,16.1,23,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/24/2021,4.47,,0,0,0,78,95,60,280,320,13,18.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/25/2021,4.92,,0,0,0,80,98,65,280,280,10.1,14.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/26/2021,8.05,,0,0,0,85,102,70,320,280,21.9,27.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/27/2021,6.71,,0,0,0,84,100,71,300,310,16.1,21,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/28/2021,6.71,,0.03,0,0,83,97,71,320,320,15,25.1,,,1,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/29/2021,7.38,,0,0,0,85,99,70,280,270,18.1,25.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/30/2021,9.62,,0,0,0,88,100,77,100,80,25.9,34,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",7/31/2021,9.84,,0.83,0,0,86,96,69,110,120,23.9,32,1,,1,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/1/2021,4.25,,0.14,0,0,76,82,69,170,310,12.1,15,1,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/2/2021,5.14,,0,0,0,77,93,68,320,280,17,23.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/3/2021,6.26,,0,0,0,82,96,69,180,150,23,32,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/4/2021,7.83,,0,0,0,84,105,67,140,140,19.9,25.9,,,1,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/5/2021,8.05,,0,0,0,86,97,71,340,320,25.9,35.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/6/2021,9.62,,0,0,0,77,82,67,310,300,21,25.9,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/7/2021,7.16,,0,0,0,75,94,61,130,120,17,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/8/2021,11.18,,0,0,0,79,87,65,320,320,23,32,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/9/2021,6.49,,0,0,0,69,83,53,330,290,15,25.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/10/2021,6.49,,0,0,0,73,93,58,330,340,15,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/11/2021,7.61,,0,0,0,79,98,62,280,290,18.1,23.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/12/2021,5.37,,0,0,0,83,100,67,280,280,15,21.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/13/2021,5.37,,0,0,0,83,98,66,280,290,12.1,17,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/14/2021,5.37,,0,0,0,82,97,67,300,320,14.1,21,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/15/2021,6.04,,0,0,0,82,98,66,280,270,13,18.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/16/2021,7.16,,0,0,0,84,97,68,210,210,16.1,21,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/17/2021,10.74,,0,0,0,78,82,60,320,320,23.9,35.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/18/2021,11.86,,0,0,0,65,77,53,300,290,21,29.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/19/2021,9.17,,0,0,0,65,80,52,300,280,23,33.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/20/2021,8.05,,0,0,0,69,85,56,320,320,21,30,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/21/2021,8.28,,0.05,0,0,71,77,57,200,210,23,33.1,,,1,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/22/2021,7.61,,0,0,0,66,84,52,140,130,15,19.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/23/2021,7.61,,0,0,0,71,82,56,330,330,17,23,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/24/2021,4.7,,0,0,0,65,82,50,300,340,10.1,15,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/25/2021,5.59,,0,0,0,69,86,56,330,360,14.1,18.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/26/2021,5.82,,0,0,0,71,84,59,310,340,16.1,21,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/27/2021,6.49,,0,0,0,68,80,54,310,320,19.9,25.1,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/28/2021,4.7,,0,0,0,67,83,51,260,280,10.1,16.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/29/2021,5.14,,0,0,0,72,91,57,130,140,13,16.1,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",8/30/2021,6.04,,0,0,0,75,89,60,140,350,14.1,19,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",8/31/2021,6.71,,0,0,0,70,81,54,340,330,18.1,23,,,,,,1
USW00024131,"BOISE AIR TERMINAL, ID US",9/1/2021,5.82,,0,0,0,64,80,47,310,280,17,21,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",9/2/2021,6.04,,0,0,0,63,80,47,320,300,18.1,23.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",9/3/2021,4.7,,0,0,0,64,82,47,310,300,14.1,19.9,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",9/4/2021,5.14,,0,0,0,68,90,51,130,120,12.1,15,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",9/5/2021,4.92,,0,0,0,74,93,55,140,130,10.1,13,,,,,,
USW00024131,"BOISE AIR TERMINAL, ID US",9/6/2021,6.04,,0,0,0,75,91,56,320,300,13,19,,,,,,1
